Retailer;Transaction ID;Invoice Date;Region;State;City;Product;Product ID; Price per Unit ;Units Sold;Total Sales;Operating Profit;Operating Margin;Sales Method
Sports Direct;IT8373;05/11/2021;West;Idaho;Boise;Women's Athletic Footwear;WAF75; $60,00 ;450;270000;135000;0,5;Online
Sports Direct;IT8374;05/11/2021;West;Idaho;Boise;Women's Street Footwear;WSF80; $60,00 ;600;360000;144000;0,4;Online
Sports Direct;IT8375;05/11/2021;West;Idaho;Boise;Women's Apparel;WA73; $63,00 ;163;10269;6880,23;0,67;Online
Sports Direct;IT8376;05/11/2021;West;Idaho;Boise;Women's Apparel;WA76; $65,00 ;625;406250;223437,5;0,55;Online
West Gear;IT8377;06/11/2021;Midwest;Iowa;Des Moines;Men's Athletic Footwear;MAF28; $32,00 ;72;2304;1128,96;0,49;Online
Foot Locker;IT8378;06/11/2021;Northeast;Pennsylvania;Philadelphia;Women's Athletic Footwear;WAF36; $32,00 ;8;256;112,64;0,44;Outlet
West Gear;IT8379;06/11/2021;Midwest;Iowa;Des Moines;Women's Street Footwear;WSF42; $32,00 ;57;1824;802,56;0,44;Online
West Gear;IT8380;06/11/2021;Midwest;Iowa;Des Moines;Women's Athletic Footwear;WAF38; $34,00 ;52;1768;724,88;0,41;Online
West Gear;IT8381;06/11/2021;Midwest;Iowa;Des Moines;Men's Athletic Footwear;MAF31; $35,00 ;275;96250;33687,5;0,35;In-store
West Gear;IT8382;06/11/2021;Midwest;Iowa;Des Moines;Women's Athletic Footwear;WAF39; $35,00 ;200;70000;21000;0,3;In-store
West Gear;IT8383;06/11/2021;Midwest;Iowa;Des Moines;Women's Street Footwear;WSF45; $35,00 ;220;77000;23100;0,3;In-store
West Gear;IT8384;06/11/2021;Midwest;Iowa;Des Moines;Men's Street Footwear;MSF43; $41,00 ;112;4592;2020,48;0,44;Online
Foot Locker;IT8385;06/11/2021;Northeast;Pennsylvania;Philadelphia;Women's Athletic Footwear;WAF50; $43,00 ;8;344;175,44;0,51;Online
Foot Locker;IT8386;06/11/2021;Southeast;South Carolina;Charleston;Women's Street Footwear;WSF57; $43,00 ;202;8686;3040,1;0,35;Online
Foot Locker;IT8387;06/11/2021;Southeast;South Carolina;Charleston;Men's Athletic Footwear;MAF43; $44,00 ;188;8272;3722,4;0,45;Online
West Gear;IT8388;06/11/2021;Midwest;Iowa;Des Moines;Men's Street Footwear;MSF47; $45,00 ;400;180000;54000;0,3;In-store
Foot Locker;IT8389;06/11/2021;Northeast;Pennsylvania;Philadelphia;Women's Athletic Footwear;WAF53; $45,00 ;25;11250;4500;0,4;Outlet
Foot Locker;IT8390;06/11/2021;Southeast;South Carolina;Charleston;Men's Athletic Footwear;MAF46; $45,00 ;750;337500;118125;0,35;Online
Foot Locker;IT8391;06/11/2021;Southeast;South Carolina;Charleston;Women's Street Footwear;WSF61; $45,00 ;695;312750;78187,5;0,25;Online
Amazon;IT8392;06/11/2021;Northeast;Maine;Portland;Men's Athletic Footwear;MAF49; $48,00 ;60;2880;1440;0,5;Online
Amazon;IT8393;06/11/2021;Northeast;Maine;Portland;Men's Athletic Footwear;MAF52; $50,00 ;200;100000;35000;0,35;Outlet
Foot Locker;IT8394;06/11/2021;Southeast;South Carolina;Charleston;Men's Street Footwear;MSF56; $50,00 ;278;13900;7923;0,57;Online
Foot Locker;IT8395;06/11/2021;Southeast;South Carolina;Charleston;Women's Athletic Footwear;WAF65; $53,00 ;225;11925;5008,5;0,42;Online
West Gear;IT8396;06/11/2021;Midwest;Iowa;Des Moines;Men's Apparel;MA50; $55,00 ;49;2695;1617;0,6;Online
Foot Locker;IT8397;06/11/2021;Southeast;South Carolina;Charleston;Men's Street Footwear;MSF64; $55,00 ;925;508750;228937,5;0,45;Online
Foot Locker;IT8398;06/11/2021;Southeast;South Carolina;Charleston;Women's Athletic Footwear;WAF70; $55,00 ;750;412500;123750;0,3;Online
West Gear;IT8399;06/11/2021;Midwest;Iowa;Des Moines;Women's Apparel;WA67; $59,00 ;72;4248;2208,96;0,52;Online
West Gear;IT8400;06/11/2021;Midwest;Iowa;Des Moines;Men's Apparel;MA56; $60,00 ;175;105000;52500;0,5;In-store
West Gear;IT8401;06/11/2021;Midwest;Iowa;Des Moines;Women's Apparel;WA75; $65,00 ;275;178750;71500;0,4;In-store
Foot Locker;IT8402;06/11/2021;Southeast;South Carolina;Charleston;Men's Apparel;MA65; $66,00 ;196;12936;6079,92;0,47;Online
Foot Locker;IT8403;06/11/2021;Southeast;South Carolina;Charleston;Men's Apparel;MA69; $70,00 ;725;507500;177625;0,35;Online
Foot Locker;IT8404;06/11/2021;Southeast;South Carolina;Charleston;Women's Apparel;WA86; $74,00 ;206;15244;9603,72;0,63;Online
Foot Locker;IT8405;06/11/2021;Southeast;South Carolina;Charleston;Women's Apparel;WA87; $75,00 ;825;618750;309375;0,5;Online
Sports Direct;IT8406;07/11/2021;Northeast;Rhode Island;Providence;Women's Athletic Footwear;WAF41; $36,00 ;68;2448;1101,6;0,45;Outlet
Sports Direct;IT8407;07/11/2021;Northeast;Rhode Island;Providence;Women's Street Footwear;WSF49; $37,00 ;68;2516;1132,2;0,45;Outlet
Sports Direct;IT8408;07/11/2021;Northeast;Rhode Island;Providence;Men's Athletic Footwear;MAF37; $40,00 ;74;2960;1243,2;0,42;Outlet
Sports Direct;IT8409;07/11/2021;Northeast;Rhode Island;Providence;Men's Street Footwear;MSF41; $40,00 ;105;4200;1764;0,42;Outlet
Foot Locker;IT8410;07/11/2021;Northeast;Pennsylvania;Philadelphia;Men's Apparel;MA30; $41,00 ;24;984;334,56;0,34;Outlet
Amazon;IT8411;07/11/2021;Northeast;Maine;Portland;Women's Street Footwear;WSF56; $42,00 ;47;1974;1065,96;0,54;Online
Sports Direct;IT8412;07/11/2021;Northeast;Rhode Island;Providence;Men's Apparel;MA32; $43,00 ;61;2623;865,59;0,33;Outlet
Amazon;IT8413;07/11/2021;Northeast;Maine;Portland;Women's Street Footwear;WSF59; $45,00 ;175;78750;31500;0,4;Outlet
Sports Direct;IT8414;07/11/2021;Northeast;New Jersey;Newark;Men's Athletic Footwear;MAF47; $46,00 ;80;3680;1803,2;0,49;Online
Sports Direct;IT8415;07/11/2021;Northeast;Rhode Island;Providence;Men's Athletic Footwear;MAF47; $46,00 ;63;2898;1304,1;0,45;Online
Sports Direct;IT8416;07/11/2021;Northeast;Rhode Island;Providence;Women's Apparel;WA48; $46,00 ;83;3818;1679,92;0,44;Outlet
Sports Direct;IT8417;07/11/2021;Northeast;Rhode Island;Providence;Women's Athletic Footwear;WAF58; $48,00 ;58;2784;1531,2;0,55;Online
Sports Direct;IT8418;07/11/2021;Northeast;New Jersey;Newark;Women's Street Footwear;WSF64; $48,00 ;68;3264;1664,64;0,51;Online
Sports Direct;IT8419;07/11/2021;Northeast;Rhode Island;Providence;Women's Street Footwear;WSF64; $48,00 ;64;3072;1658,88;0,54;Online
Sports Direct;IT8420;07/11/2021;Northeast;New Jersey;Newark;Women's Athletic Footwear;WAF59; $49,00 ;65;3185;1751,75;0,55;Online
Sports Direct;IT8421;07/11/2021;Northeast;New Jersey;Newark;Men's Athletic Footwear;MAF52; $50,00 ;275;137500;48125;0,35;In-store
Sports Direct;IT8422;07/11/2021;Northeast;Rhode Island;Providence;Men's Athletic Footwear;MAF52; $50,00 ;225;112500;39375;0,35;In-store
Sports Direct;IT8423;07/11/2021;Northeast;New Jersey;Newark;Women's Athletic Footwear;WAF61; $50,00 ;250;125000;50000;0,4;In-store
Sports Direct;IT8424;07/11/2021;Northeast;Rhode Island;Providence;Women's Athletic Footwear;WAF61; $50,00 ;200;100000;40000;0,4;In-store
Sports Direct;IT8425;07/11/2021;Northeast;New Jersey;Newark;Women's Street Footwear;WSF66; $50,00 ;270;135000;54000;0,4;In-store
Sports Direct;IT8426;07/11/2021;Northeast;Rhode Island;Providence;Women's Street Footwear;WSF66; $50,00 ;220;110000;44000;0,4;In-store
Sports Direct;IT8427;07/11/2021;Northeast;New Jersey;Newark;Men's Apparel;MA50; $55,00 ;59;3245;1427,8;0,44;Online
Sports Direct;IT8428;07/11/2021;Northeast;Rhode Island;Providence;Men's Street Footwear;MSF63; $55,00 ;95;5225;2560,25;0,49;Online
Foot Locker;IT8429;07/11/2021;Northeast;Pennsylvania;Philadelphia;Men's Apparel;MA54; $58,00 ;20;1160;464;0,4;Online
Sports Direct;IT8430;07/11/2021;Northeast;Rhode Island;Providence;Men's Apparel;MA54; $58,00 ;44;2552;1122,88;0,44;Online
Sports Direct;IT8431;07/11/2021;Northeast;New Jersey;Newark;Men's Street Footwear;MSF68; $59,00 ;108;6372;3058,56;0,48;Online
Sports Direct;IT8432;07/11/2021;Northeast;New Jersey;Newark;Women's Apparel;WA67; $59,00 ;91;5369;2845,57;0,53;Online
Foot Locker;IT8433;07/11/2021;Northeast;Pennsylvania;Philadelphia;Men's Apparel;MA56; $60,00 ;75;45000;13500;0,3;Outlet
Sports Direct;IT8434;07/11/2021;Northeast;New Jersey;Newark;Men's Apparel;MA56; $60,00 ;225;135000;40500;0,3;In-store
Sports Direct;IT8435;07/11/2021;Northeast;Rhode Island;Providence;Men's Apparel;MA56; $60,00 ;175;105000;31500;0,3;In-store
Sports Direct;IT8436;07/11/2021;Northeast;New Jersey;Newark;Men's Street Footwear;MSF69; $60,00 ;400;240000;84000;0,35;In-store
Sports Direct;IT8437;07/11/2021;Northeast;Rhode Island;Providence;Men's Street Footwear;MSF69; $60,00 ;350;210000;73500;0,35;In-store
Sports Direct;IT8438;07/11/2021;Northeast;Rhode Island;Providence;Women's Apparel;WA69; $60,00 ;77;4620;2402,4;0,52;Online
Sports Direct;IT8439;07/11/2021;Northeast;New Jersey;Newark;Women's Apparel;WA75; $65,00 ;325;211250;84500;0,4;In-store
Sports Direct;IT8440;07/11/2021;Northeast;Rhode Island;Providence;Women's Apparel;WA75; $65,00 ;275;178750;71500;0,4;In-store
Foot Locker;IT8441;08/11/2021;Northeast;Pennsylvania;Philadelphia;Women's Apparel;WA35; $38,00 ;61;2318;718,58;0,31;Outlet
Amazon;IT8442;08/11/2021;Northeast;Maine;Portland;Women's Athletic Footwear;WAF48; $41,00 ;34;1394;557,6;0,4;Online
Amazon;IT8443;08/11/2021;Northeast;Maine;Portland;Women's Athletic Footwear;WAF53; $45,00 ;125;56250;16875;0,3;Outlet
Foot Locker;IT8444;08/11/2021;Northeast;Pennsylvania;Philadelphia;Women's Apparel;WA49; $47,00 ;44;2068;723,8;0,35;Online
Foot Locker;IT8445;08/11/2021;Northeast;Pennsylvania;Philadelphia;Women's Apparel;WA54; $50,00 ;175;87500;21875;0,25;Outlet
Foot Locker;IT8446;09/11/2021;Northeast;Pennsylvania;Philadelphia;Men's Street Footwear;MSF35; $35,00 ;140;4900;2793;0,57;Outlet
Foot Locker;IT8447;09/11/2021;Midwest;North Dakota;Fargo;Men's Athletic Footwear;MAF33; $36,00 ;73;2628;1182,6;0,45;Online
Foot Locker;IT8448;09/11/2021;Midwest;North Dakota;Fargo;Women's Athletic Footwear;WAF44; $39,00 ;47;1833;788,19;0,43;Online
Foot Locker;IT8449;09/11/2021;Midwest;North Dakota;Fargo;Women's Street Footwear;WSF51; $39,00 ;53;2067;909,48;0,44;Online
Foot Locker;IT8450;09/11/2021;Midwest;North Dakota;Fargo;Men's Athletic Footwear;MAF37; $40,00 ;250;100000;30000;0,3;In-store
Foot Locker;IT8451;09/11/2021;Midwest;North Dakota;Fargo;Women's Athletic Footwear;WAF45; $40,00 ;175;70000;21000;0,3;In-store
Foot Locker;IT8452;09/11/2021;Midwest;North Dakota;Fargo;Women's Street Footwear;WSF52; $40,00 ;195;78000;23400;0,3;In-store
West Gear;IT8453;09/11/2021;Northeast;New York;Albany;Women's Street Footwear;WSF59; $45,00 ;147;6615;2381,4;0,36;Online
Foot Locker;IT8454;09/11/2021;Northeast;Pennsylvania;Philadelphia;Men's Street Footwear;MSF51; $46,00 ;122;5612;3535,56;0,63;Online
West Gear;IT8455;09/11/2021;Northeast;New York;Albany;Women's Athletic Footwear;WAF57; $47,00 ;144;6768;2707,2;0,4;Online
West Gear;IT8456;09/11/2021;Northeast;New York;Albany;Men's Athletic Footwear;MAF50; $49,00 ;162;7938;3889,62;0,49;Online
Foot Locker;IT8457;09/11/2021;Midwest;North Dakota;Fargo;Men's Street Footwear;MSF54; $49,00 ;120;5880;2940;0,5;Online
Foot Locker;IT8458;09/11/2021;Midwest;North Dakota;Fargo;Men's Street Footwear;MSF55; $50,00 ;400;200000;70000;0,35;In-store
Foot Locker;IT8459;09/11/2021;Northeast;Pennsylvania;Philadelphia;Men's Street Footwear;MSF56; $50,00 ;450;225000;112500;0,5;Outlet
West Gear;IT8460;09/11/2021;Northeast;New York;Albany;Men's Athletic Footwear;MAF53; $50,00 ;600;300000;105000;0,35;In-store
West Gear;IT8461;09/11/2021;Northeast;New York;Albany;Women's Athletic Footwear;WAF62; $50,00 ;575;287500;86250;0,3;In-store
West Gear;IT8462;09/11/2021;Northeast;New York;Albany;Women's Street Footwear;WSF67; $50,00 ;545;272500;68125;0,25;In-store
Amazon;IT8463;09/11/2021;Northeast;Maine;Portland;Men's Apparel;MA45; $51,00 ;42;2142;792,54;0,37;Online
Amazon;IT8464;09/11/2021;Northeast;Maine;Portland;Men's Apparel;MA49; $55,00 ;150;82500;20625;0,25;Outlet
Foot Locker;IT8465;09/11/2021;Midwest;North Dakota;Fargo;Men's Apparel;MA50; $55,00 ;44;2420;1089;0,45;Online
West Gear;IT8466;09/11/2021;Northeast;New York;Albany;Men's Street Footwear;MSF65; $56,00 ;217;12152;6683,6;0,55;Online
Foot Locker;IT8467;09/11/2021;Midwest;North Dakota;Fargo;Men's Apparel;MA56; $60,00 ;150;90000;31500;0,35;In-store
Foot Locker;IT8468;09/11/2021;Midwest;North Dakota;Fargo;Women's Apparel;WA69; $60,00 ;65;3900;1989;0,51;Online
West Gear;IT8469;09/11/2021;Northeast;New York;Albany;Men's Street Footwear;MSF70; $60,00 ;775;465000;209250;0,45;In-store
West Gear;IT8470;09/11/2021;Northeast;New York;Albany;Men's Apparel;MA59; $62,00 ;154;9548;4296,6;0,45;Online
Foot Locker;IT8471;09/11/2021;Midwest;North Dakota;Fargo;Women's Apparel;WA75; $65,00 ;250;162500;65000;0,4;In-store
West Gear;IT8472;09/11/2021;Northeast;New York;Albany;Men's Apparel;MA63; $65,00 ;550;357500;125125;0,35;In-store
West Gear;IT8473;09/11/2021;Northeast;New York;Albany;Women's Apparel;WA80; $68,00 ;176;11968;7659,52;0,64;Online
West Gear;IT8474;09/11/2021;Northeast;New York;Albany;Women's Apparel;WA82; $70,00 ;650;455000;227500;0,5;In-store
Walmart;IT8475;10/11/2021;West;Hawaii;Honolulu;Women's Street Footwear;WSF66; $50,00 ;123;6150;2460;0,4;Online
Walmart;IT8476;10/11/2021;West;Hawaii;Honolulu;Men's Street Footwear;MSF58; $51,00 ;158;8058;2981,46;0,37;Online
Walmart;IT8477;10/11/2021;West;Hawaii;Honolulu;Men's Street Footwear;MSF64; $55,00 ;525;288750;72187,5;0,25;Outlet
Walmart;IT8478;10/11/2021;West;Hawaii;Honolulu;Women's Street Footwear;WSF74; $55,00 ;425;233750;58437,5;0,25;Outlet
Walmart;IT8479;10/11/2021;West;Hawaii;Honolulu;Men's Athletic Footwear;MAF62; $56,00 ;168;9408;3010,56;0,32;Online
Walmart;IT8480;10/11/2021;West;Hawaii;Honolulu;Women's Athletic Footwear;WAF75; $60,00 ;104;6240;2433,6;0,39;Online
Walmart;IT8481;10/11/2021;West;Hawaii;Honolulu;Men's Athletic Footwear;MAF67; $60,00 ;600;360000;72000;0,2;Outlet
Walmart;IT8482;10/11/2021;West;Hawaii;Honolulu;Women's Athletic Footwear;WAF84; $65,00 ;400;260000;65000;0,25;Outlet
Walmart;IT8483;10/11/2021;West;Hawaii;Honolulu;Women's Apparel;WA95; $82,00 ;140;11480;5969,6;0,52;Online
Walmart;IT8484;10/11/2021;West;Hawaii;Honolulu;Men's Apparel;MA82; $83,00 ;113;9379;2813,7;0,3;Online
Walmart;IT8485;10/11/2021;West;Hawaii;Honolulu;Men's Apparel;MA85; $85,00 ;375;318750;47812,5;0,15;Outlet
Walmart;IT8486;10/11/2021;West;Hawaii;Honolulu;Women's Apparel;WA103; $90,00 ;500;450000;180000;0,4;Outlet
Amazon;IT8487;10/11/2021;Midwest;Ohio;Columbus;Men's Athletic Footwear;MAF16; $24,00 ;140;3360;1512;0,45;Online
Amazon;IT8488;10/11/2021;Midwest;Ohio;Columbus;Men's Athletic Footwear;MAF19; $25,00 ;500;125000;43750;0,35;Online
Amazon;IT8489;10/11/2021;Midwest;Ohio;Columbus;Women's Street Footwear;WSF42; $32,00 ;116;3712;1856;0,5;Online
West Gear;IT8490;10/11/2021;Midwest;Indiana;Indianapolis;Women's Street Footwear;WSF42; $32,00 ;81;2592;1244,16;0,48;Online
West Gear;IT8491;10/11/2021;Midwest;Indiana;Indianapolis;Men's Athletic Footwear;MAF29; $33,00 ;98;3234;1778,7;0,55;Online
Amazon;IT8492;10/11/2021;Midwest;Ohio;Columbus;Men's Street Footwear;MSF33; $34,00 ;169;5746;2987,92;0,52;Online
West Gear;IT8493;10/11/2021;Midwest;Indiana;Indianapolis;Women's Athletic Footwear;WAF38; $34,00 ;83;2822;1411;0,5;Online
West Gear;IT8494;10/11/2021;Midwest;Indiana;Indianapolis;Men's Athletic Footwear;MAF31; $35,00 ;325;113750;45500;0,4;In-store
West Gear;IT8495;10/11/2021;Midwest;Indiana;Indianapolis;Women's Athletic Footwear;WAF39; $35,00 ;275;96250;33687,5;0,35;In-store
West Gear;IT8496;10/11/2021;Midwest;Indiana;Indianapolis;Women's Street Footwear;WSF45; $35,00 ;270;94500;33075;0,35;In-store
Amazon;IT8497;10/11/2021;Midwest;Ohio;Columbus;Men's Street Footwear;MSF36; $35,00 ;675;236250;94500;0,4;Online
Amazon;IT8498;10/11/2021;Midwest;Ohio;Columbus;Women's Street Footwear;WSF47; $35,00 ;445;155750;62300;0,4;Online
Foot Locker;IT8499;10/11/2021;Northeast;Pennsylvania;Philadelphia;Men's Athletic Footwear;MAF34; $37,00 ;51;1887;603,84;0,32;Outlet
West Gear;IT8500;10/11/2021;Midwest;Indiana;Indianapolis;Men's Street Footwear;MSF43; $41,00 ;123;5043;2571,93;0,51;Online
West Gear;IT8501;10/11/2021;Midwest;Indiana;Indianapolis;Men's Street Footwear;MSF47; $45,00 ;425;191250;76500;0,4;In-store
Foot Locker;IT8502;10/11/2021;Northeast;Pennsylvania;Philadelphia;Men's Athletic Footwear;MAF44; $45,00 ;45;2025;850,5;0,42;Online
Foot Locker;IT8503;10/11/2021;Northeast;Pennsylvania;Philadelphia;Men's Athletic Footwear;MAF52; $50,00 ;150;75000;22500;0,3;Outlet
West Gear;IT8504;10/11/2021;Midwest;Indiana;Indianapolis;Men's Apparel;MA50; $55,00 ;75;4125;1650;0,4;Online
Amazon;IT8505;10/11/2021;Northeast;Maine;Portland;Women's Apparel;WA64; $56,00 ;72;4032;2136,96;0,53;Online
Amazon;IT8506;10/11/2021;Midwest;Ohio;Columbus;Women's Athletic Footwear;WAF74; $59,00 ;135;7965;3982,5;0,5;Online
West Gear;IT8507;10/11/2021;Midwest;Indiana;Indianapolis;Men's Apparel;MA56; $60,00 ;250;150000;45000;0,3;In-store
Amazon;IT8508;10/11/2021;Northeast;Maine;Portland;Women's Apparel;WA69; $60,00 ;275;165000;66000;0,4;Outlet
West Gear;IT8509;10/11/2021;Midwest;Indiana;Indianapolis;Women's Apparel;WA71; $61,00 ;91;5551;2997,54;0,54;Online
West Gear;IT8510;10/11/2021;Midwest;Indiana;Indianapolis;Women's Apparel;WA75; $65,00 ;350;227500;91000;0,4;In-store
Amazon;IT8511;10/11/2021;Midwest;Ohio;Columbus;Women's Athletic Footwear;WAF85; $65,00 ;500;325000;130000;0,4;Online
Amazon;IT8512;10/11/2021;Midwest;Ohio;Columbus;Women's Apparel;WA86; $74,00 ;167;12358;7909,12;0,64;Online
Amazon;IT8513;10/11/2021;Midwest;Ohio;Columbus;Men's Apparel;MA76; $76,00 ;138;10488;5139,12;0,49;Online
Amazon;IT8514;10/11/2021;Midwest;Ohio;Columbus;Women's Apparel;WA92; $80,00 ;575;460000;230000;0,5;Online
Amazon;IT8515;10/11/2021;Midwest;Ohio;Columbus;Men's Apparel;MA79; $80,00 ;475;380000;133000;0,35;Online
West Gear;IT8516;11/11/2021;West;Utah;Salt Lake City;Men's Athletic Footwear;MAF02; $14,00 ;136;1904;742,56;0,39;Outlet
West Gear;IT8517;11/11/2021;West;Utah;Salt Lake City;Women's Street Footwear;WSF10; $14,00 ;107;1498;629,16;0,42;Outlet
West Gear;IT8518;11/11/2021;West;Utah;Salt Lake City;Women's Athletic Footwear;WAF08; $15,00 ;124;1860;781,2;0,42;Outlet
West Gear;IT8519;11/11/2021;West;Utah;Salt Lake City;Women's Athletic Footwear;WAF13; $19,00 ;113;2147;1094,97;0,51;Online
West Gear;IT8520;11/11/2021;West;Utah;Salt Lake City;Women's Street Footwear;WSF18; $19,00 ;93;1767;848,16;0,48;Online
West Gear;IT8521;11/11/2021;West;Utah;Salt Lake City;Men's Athletic Footwear;MAF09; $20,00 ;108;2160;993,6;0,46;Online
West Gear;IT8522;11/11/2021;West;Utah;Salt Lake City;Men's Athletic Footwear;MAF11; $20,00 ;400;80000;28000;0,35;In-store
West Gear;IT8523;11/11/2021;West;Utah;Salt Lake City;Women's Athletic Footwear;WAF16; $20,00 ;375;75000;30000;0,4;In-store
West Gear;IT8524;11/11/2021;West;Utah;Salt Lake City;Women's Street Footwear;WSF22; $20,00 ;345;69000;24150;0,35;In-store
West Gear;IT8525;11/11/2021;West;Utah;Salt Lake City;Men's Street Footwear;MSF16; $22,00 ;165;3630;1560,9;0,43;Outlet
Foot Locker;IT8526;11/11/2021;Northeast;Pennsylvania;Philadelphia;Women's Street Footwear;WSF34; $27,00 ;51;1377;578,34;0,42;Outlet
West Gear;IT8527;11/11/2021;West;Utah;Salt Lake City;Men's Apparel;MA13; $28,00 ;123;3444;1308,72;0,38;Outlet
West Gear;IT8528;11/11/2021;West;Utah;Salt Lake City;Men's Street Footwear;MSF25; $29,00 ;149;4321;2160,5;0,5;Online
West Gear;IT8529;11/11/2021;West;Utah;Salt Lake City;Men's Street Footwear;MSF28; $30,00 ;550;165000;66000;0,4;In-store
West Gear;IT8530;11/11/2021;West;Utah;Salt Lake City;Women's Apparel;WA31; $35,00 ;158;5530;3041,5;0,55;Outlet
Foot Locker;IT8531;11/11/2021;Northeast;Pennsylvania;Philadelphia;Women's Street Footwear;WSF50; $38,00 ;38;1444;664,24;0,46;Online
West Gear;IT8532;11/11/2021;West;Utah;Salt Lake City;Men's Apparel;MA27; $39,00 ;91;3549;1739,01;0,49;Online
West Gear;IT8533;11/11/2021;West;Utah;Salt Lake City;Men's Apparel;MA28; $40,00 ;350;140000;49000;0,35;In-store
Foot Locker;IT8534;11/11/2021;Northeast;Pennsylvania;Philadelphia;Women's Street Footwear;WSF52; $40,00 ;150;60000;21000;0,35;Outlet
Kohl's;IT8535;11/11/2021;West;Wyoming;Cheyenne;Men's Athletic Footwear;MAF41; $42,00 ;167;7014;3016,02;0,43;Online
Kohl's;IT8536;11/11/2021;West;Wyoming;Cheyenne;Women's Athletic Footwear;WAF49; $42,00 ;135;5670;2778,3;0,49;Online
Amazon;IT8537;11/11/2021;Northeast;Vermont;Burlington;Women's Athletic Footwear;WAF49; $42,00 ;96;4032;1572,48;0,39;Outlet
Kohl's;IT8538;11/11/2021;West;Wyoming;Cheyenne;Women's Street Footwear;WSF56; $42,00 ;146;6132;3066;0,5;Online
West Gear;IT8539;11/11/2021;West;Utah;Salt Lake City;Women's Apparel;WA42; $43,00 ;113;4859;3158,35;0,65;Online
West Gear;IT8540;11/11/2021;West;Utah;Salt Lake City;Women's Apparel;WA44; $45,00 ;450;202500;101250;0,5;In-store
Kohl's;IT8541;11/11/2021;West;Wyoming;Cheyenne;Men's Athletic Footwear;MAF45; $45,00 ;575;258750;77625;0,3;In-store
Kohl's;IT8542;11/11/2021;West;Wyoming;Cheyenne;Women's Athletic Footwear;WAF54; $45,00 ;500;225000;78750;0,35;In-store
Kohl's;IT8543;11/11/2021;West;Wyoming;Cheyenne;Women's Street Footwear;WSF60; $45,00 ;520;234000;81900;0,35;In-store
West Gear;IT8544;11/11/2021;Northeast;Vermont;Burlington;Women's Street Footwear;WSF62; $46,00 ;102;4692;1736,04;0,37;Outlet
West Gear;IT8545;11/11/2021;Northeast;Vermont;Burlington;Men's Athletic Footwear;MAF48; $47,00 ;98;4606;2256,94;0,49;Outlet
Amazon;IT8546;11/11/2021;Northeast;Vermont;Burlington;Men's Apparel;MA43; $50,00 ;91;4550;1774,5;0,39;Outlet
Kohl's;IT8547;11/11/2021;West;Wyoming;Cheyenne;Men's Apparel;MA45; $51,00 ;143;7293;2990,13;0,41;Online
Kohl's;IT8548;11/11/2021;West;Wyoming;Cheyenne;Men's Street Footwear;MSF60; $53,00 ;218;11554;7047,94;0,61;Online
Amazon;IT8549;11/11/2021;Northeast;Maine;Portland;Men's Street Footwear;MSF61; $54,00 ;158;8532;4010,04;0,47;Online
West Gear;IT8550;11/11/2021;Northeast;Vermont;Burlington;Men's Street Footwear;MSF61; $54,00 ;140;7560;3780;0,5;Outlet
Amazon;IT8551;11/11/2021;Northeast;Maine;Portland;Men's Street Footwear;MSF62; $55,00 ;525;288750;101062,5;0,35;Outlet
West Gear;IT8552;11/11/2021;Northeast;Vermont;Burlington;Men's Athletic Footwear;MAF59; $55,00 ;81;4455;2583,9;0,58;Online
Kohl's;IT8553;11/11/2021;West;Wyoming;Cheyenne;Women's Apparel;WA62; $55,00 ;161;8855;3453,45;0,39;Online
Amazon;IT8554;11/11/2021;Northeast;Vermont;Burlington;Women's Athletic Footwear;WAF68; $55,00 ;75;4125;2062,5;0,5;Online
Kohl's;IT8555;11/11/2021;West;Wyoming;Cheyenne;Men's Apparel;MA51; $55,00 ;475;261250;78375;0,3;In-store
Kohl's;IT8556;11/11/2021;West;Wyoming;Cheyenne;Men's Street Footwear;MSF64; $55,00 ;750;412500;206250;0,5;In-store
Amazon;IT8557;11/11/2021;Northeast;Vermont;Burlington;Women's Apparel;WA65; $57,00 ;128;7296;3429,12;0,47;Outlet
West Gear;IT8558;11/11/2021;Northeast;Vermont;Burlington;Women's Street Footwear;WSF76; $57,00 ;96;5472;2626,56;0,48;Online
Kohl's;IT8559;11/11/2021;West;Wyoming;Cheyenne;Women's Apparel;WA69; $60,00 ;575;345000;86250;0,25;In-store
West Gear;IT8560;11/11/2021;Northeast;Vermont;Burlington;Men's Athletic Footwear;MAF67; $60,00 ;325;195000;87750;0,45;In-store
Amazon;IT8561;11/11/2021;Northeast;Vermont;Burlington;Women's Athletic Footwear;WAF76; $60,00 ;300;180000;63000;0,35;In-store
West Gear;IT8562;11/11/2021;Northeast;Vermont;Burlington;Women's Street Footwear;WSF81; $60,00 ;320;192000;67200;0,35;In-store
West Gear;IT8563;11/11/2021;Northeast;Vermont;Burlington;Men's Street Footwear;MSF74; $64,00 ;126;8064;4838,4;0,6;Online
Amazon;IT8564;11/11/2021;Northeast;Vermont;Burlington;Men's Apparel;MA66; $67,00 ;80;5360;2680;0,5;Online
Amazon;IT8565;11/11/2021;Northeast;Vermont;Burlington;Men's Apparel;MA69; $70,00 ;275;192500;67375;0,35;In-store
West Gear;IT8566;11/11/2021;Northeast;Vermont;Burlington;Men's Street Footwear;MSF82; $70,00 ;450;315000;141750;0,45;In-store
